,label,text
796,fact," ÚLTIMAHORA Venezuela suspendida del Mercosur por ""ruptura del orden democrático"" (comunicado) <hashtags> <pic>"
1001,fact,"Primeras cifras en  Francia: 65,1 por ciento para Macron; 34,9 para Le Pen."
12295,fact,EP Uribe no descarta adelantar las elecciones para superar la crisis del escándalo de la 'parapolítica'.. <link>
22360,sarcasm, FamososQueMeHanRespondido <mention> <mention> <mention>  Sarcasmo JAJAJAJAJAJAJA
18347,sarcasm,Lo que me mandan por whatsapp. Jajaja pero si yo no soy así. <hashtags> <pic>
4734,fact,Mel Gibson presenta a su novia en sociedad <link>
12865,fact,"EP Copyleft intimida a la Brigada de Investigación Tecnológica: La Fundación Copyleft se defiende, y lo.. <link>"
20916,sarcasm,"""...no fumes cigarrillo, solo tienes dos pulmones. Fuma marihuana neuronas tienes millones..."" <hashtags>"
21945,sarcasm,No puedo describir lo emocionante que es hacer ejercicio a estas horas  sarcasmo.
10046,fact,EP La FIA inspecciona el motor de Hamilton en Hockenheim y Silverstone: La Federación Internacional del.. <link>
5257,fact,"El 'monstruo de Amstetten', condenado a cadena perpetua en un psiquiátrico: Josef Fritzl pasará el resto de su v.. <link>"
18769,sarcasm,Primer Sábado de Septiembre... Feliz Gasolinazo!!! :D <hashtags>
20219,sarcasm,<mention> Te ODIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!!!!!! <hashtags>
25963,sarcasm,Nueva Figura de Accion de Jacob de Crepusculo con Abdominales REALES!!! <link> <hashtags>
3333,fact,"RT <mention> El Presidente Hugo <mention> habló de nuestros comentarios en Twitter. Vean lo que dijo, hoy a las 18:00 ET"
20180,sarcasm," CancionesPerfectasY ¡Tooooooooooodas las de Romeo Santos! ¡Una voz grave, gruesa, afinada! ¡Varía en la composición!  Sarcasmo."
21243,sarcasm,Que bueno que llueva! Me da mas ganas de ir al colegio y tener la 'pruebita' de dobarro! Sisisi que lindo todoooo! <hashtags>
10872,fact,EP La otra Holanda también es buena: Hasta es posible que un día salga el sol en la Eurocopa sólo para .. <link>
4965,fact,El soldado Myers vuelve a casa bajo la luz de los focos 18 años después: El Ejército de Estados Unidos permitió .. <link>
9039,fact,China marca distancias ideológicas con Chávez en el inicio de su visita a Pekín: La Cancillería china señ.. <link>
13538,fact,EP La Audiencia pide que se identifique a los individuos que quemaron el pasado sábado las fotos de los.. <link>
13107,fact,EP El puente comienza sin atascos en las carreteras: Las salidas de las grandes ciudades no registraban.. <link>
17499,sarcasm,"La recaptura del 'Chapo', es una cortina de humo para intentar opacar el Centenario del Club América... <hashtags>"
4020,fact,Se suspende la búsqueda de sobrevivientes del terremoto en Chile <link> (via <mention>
14670,fact,Gobierno boliviano pide mesura a aficionados sobre anuncios de FIFA <link>
1527,fact,<mention> El acuerdo no le exige a las FARC entregar su dinero | <mention> <hashtags>
21369,sarcasm,<mention> <mention> <mention> <mention> <mention> <mention> gracias por invitar <hashtags>
17577,sarcasm,¿Apagón de luz en sectores de Mejicanos? Con solo que no sea que la basura está tan alta que afectó alambrados... <hashtags>
142,fact," ULTIMAHORA EEUU retira la mitad de su personal diplomático en Cuba por ""ataques"" y recomienda a sus ciudadanos no viajar a la isla <hashtags> <pic>"
19733,sarcasm,mera no se tiren por favor <hashtags>
2420,fact,"""Breaking Bad"" y ""Modern Family"", los grandes triunfadores de los <hashtags>"
16516,sarcasm, SARCASMO: capacidad de insultar a un idiota sin que se de cuenta. ;-)
482,fact,"Cada 8 minutos hay un robo en Bogotá, ¿qué está pasando en la ciudad? <pic>"
4478,fact,Corte Constitucional de Italia abrió la puerta para que Silvio Berlusconi sea juzgado <link>
24598,sarcasm,"Uff, qué información tan importante brindan estos señores  sarcasmo <link>"
17231,sarcasm,La gente que no entiende el sarcasmo en un tweet es la misma que se cree súper sarcástica y pone en su bio <hashtags>
1745,fact,"""  EsaPlaticaSePerdió cuando el presidente de Ecopetrol defendió explotación minera con argumento de alienígenas"" <pic>"
544,fact," ÚLTIMAHORA El presidente de Perú, Pedro Pablo Kuczynksi, se salva de ser destituido por el Congreso (oficial) <hashtags> <pic>"
6875,fact,Mahmud Ahmadineyad te desea una feliz Navidad: La Reina Isabel II no será la única que desee felices fiestas a l.. <link>
9625,fact,EP Muere en un tiroteo el presidente del partido demócrata de Arkansas: El presidente del Partido Demóc.. <link>
5949,fact,Penélope Cruz también triunfa en Londres: La actriz española Penélope Cruz ha ganado hoy el premio a la mejor ac.. <link>
5399,fact,"Bachelet recompone su Gabinete: La presidenta de Chile, Michele Bachelet, ha llevado a cabo hoy un sorpresivo ca.. <link>"
21638,sarcasm,Hay países donde a la TV solo dejan llegar a gente con talento. Felicitamos a nuestros canales por combatir la discriminación. <hashtags>
19629,sarcasm,"Eres el amor de mi vida, te amo <hashtags>"
22505,sarcasm,"Oltra confía en Guardado pese a que no va a renovar, un Equipo con todas las letras, si señor <hashtags>"
25244,sarcasm," FrasesQueHacenPAsarPena comprate esa franela que dice: ""Yo no quiero agua yo quiero bebida"" esta bonita.  Sarcasmo a 110%"
15818,sarcasm,<mention> hay razones para amar a Selena como por ejemplo.............. Tienes razon. No las hay xD <hashtags>
4359,fact,IBM destina 3.385 millones adicionales para la recompra de acciones: El consejo de administración de Internatio.. <link>
6679,fact,Al padre de Bush le gustaría que su hijo Jeb también fuera presidente: El ex presidente de Estados Unidos George.. <link>
943,fact, ULTIMAHORA La OEA convoca una reunión de cancilleres por la crisis política en Venezuela <hashtags> <pic>
6829,fact,Un submarinista pierde la vida por el mal tiempo en Barcelona: Un submarinista ha resultado muerto a causa del m.. <link>
12424,fact,EP El Gobierno explica a las comunidades autónomas la conducción de agua a Barcelona: La ministra de Me.. <link>
15515,sarcasm,"Oh Dios, que envidia  sarcasmo RT <mention> Woohoo! Adivinen a donde voy? a Galerías y no te llevare."
9681,fact,EP Mueren 50 talibanes más por ataques de las fuerzas paquistaníes: Unos 50 talibanes más han muerto ho.. <link>
21659,sarcasm,Se siente hermoso que un hombre te diga te odio. <hashtags>
23003,sarcasm,Me encanta llegar al trabajo y tener una corte de obreros esperando por mi. <hashtags>
24617,sarcasm,odio a Synyster Gates porque me dijo que soy una fan fea :C  sarcasmo que pendejas :)
23886,sarcasm,Mamertos no molesten a Corzo el lo único que hace es trabajar por el país <hashtags>
7504,fact,La industria del automóvil propone diez medidas a Zapatero para salir de la crisis: La Asociación Naciona.. <link>
16877,sarcasm,"18 MESES tardare en hacer la comunion y confirmacion, EXCELENTE, LO MAXIMO, <hashtags>"
17529,sarcasm,"""La guía del ligue"" justo el libro que México necesita. <hashtags>"
20158,sarcasm,Amo que se tarden en contestar mis mensajes -.- <hashtags>
8427,fact,"La cirugía de párpados, operación plástica facial más demandada: La blefaroplastia, la cirugía de párpado.. <link>"
20515,sarcasm,"Un  sarcasmo es como un orgasmo, dura tres segundos pero como se disfruta..."
6509,fact,LeBron destroza a los Grizzlies: Los Cleveland Cavaliers se han impuesto con facilidad en la cancha de los Memph.. <link>
23089,sarcasm,Y todo eso a raíz de lesiones y enfermedades a lo largo del año. Pero si el <mention> es mediocre por enfermarse. <hashtags>
6821,fact,"Alonso, el mejor piloto según la Gazzetta: El diario deportivo italiano La Gazzetta dello Sport ha elegido al es.. <link>"
24129,sarcasm,Me caes tan bien que si te atropellara daria reversa para ver que te paso. <hashtags>
9562,fact,EP La luna se esconde en agosto: Al poco tiempo de salir la Luna por el horizonte se empezará a esconde.. <link>
19066,sarcasm,"Este país evoluciona, de tirar cabras desde el campanario en las fiestas populares a agredir sexualmente a mujeres.  SARCASMO."
6797,fact,Los descendientes de exiliados pueden pedir desde hoy la nacionalidad española: Los medio millón de hijos y niet.. <link>
20989,sarcasm,RT <mention> El PAC no debe tener nunca mas una silla en la asamblea legislativa. || Liberación las merece todas <hashtags>
18105,sarcasm,"Alguien tiene el telefono de un psicologo? Me insulto un chavista, necesito terapia. <hashtags>"
14439,fact,"Chávez presenta al Parlamento su propuesta de reelección indefinida: El presidente venezolano, Hugo Cháve.. <link>"
25688,sarcasm,Cuando vengo a la escuela no hay clase !!! Chin qué coraje  sarcasmo jaaaa :p
26022,sarcasm,Aqui les comparto lo que ha sido mi actividad de la tarde... Muy entretenida  Sarcasmo <link>
5440,fact,Madoff acude al juzgado a explicar el posible conflicto de intereses con su abogado: El financiero estadounidens.. <link>
12774,fact,"EP La apuesta de Telefónica para ""popularizar"" el ADSL: Telefónica ha anunciado hoy el lanzamiento de A.. <link>"
23116,sarcasm,Que t ehable tu prima de 8 años en fbchat para decirte que su hermana tiene un ''aipot'' es la onda!XD <hashtags>
17439,sarcasm,¿Kris Angel en Honduras? Desapareció el expediente del tigre Bonilla. Pura magia. <hashtags>
3764,fact,Chávez intensifica la presión sobre los periodistas críticos <link>
9789,fact,"EP El heredero del Grupo Pininfarina muere en un accidente de moto: Andrea Pininfarina, consejero deleg.. <link>"
23925,sarcasm,buenisima actriz la chava de la Rosa de Guadalupe.... <hashtags>
762,fact,ÚLTIMA HORA Los magistrados de la Corte de Constitucionalidad en  Guatemala otorgan amparo a favor de la permanencia del titular de CICIG
22642,sarcasm,"si si si, me descubrieron todas mis puntas son con molain. JAJAJAJJAJAJAJAJAJAJAJJAJAJAJ <hashtags>"
20414,sarcasm,Mi tweet 6.000 va dedicado a la mas cuera. <mention> <hashtags>
14603,fact,Nuevos retrasos y tramos de Cercanías cortados en Barcelona a causa de la lluvia <link>
8345,fact,"Ni Obama ni McCain, Harrison Ford a la Casa Blanca: Mientras el día de las elecciones presidenciales se a.. <link>"
24037,sarcasm,RT <mention> <mention> si llevara a alguien de monterrey a jugar a tigres a quien se llevaria (equipo actual) // Salmo 23 <hashtags>
5714,fact,"""Estoy listo, vuelvo"": Las palabras que el mundo del golf esperaba tanto como temía ya han salido de la boca del.. <link>"
2781,fact,¿Hacia dónde va Apple sin Steve Jobs? <link>
8605,fact,Haider conducía al doble de la velocidad permitida en el momento del accidente: El político ultranacional.. <link>
4086,fact,¿Cuándo fue la última vez que envió una carta? Vea qué pasó con el servicio postal en la era digital <link>
2491,fact,Madre de Geraldine Moreno: Exigimos a Fiscalía que entregue expediente sobre caso de mi hija  ConcluPalabras — <mention>
11409,fact,EP Armadores gallegos y asturianos cortan la A-8 en protesta por la situación del sector pesquero: Cerc.. <link>
1093,fact,"Sánchez: ""Sé mejor que nadie lo que significa ser un secretario general cuestionado permanentemente, que es dar alas a la derecha política"" <pic>"
8518,fact,"Casillas y Reina fijan su récord de imbatibilidad en 717 minutos: El delantero belga Wesley Sonck, al ano.. <link>"
20872,sarcasm,"<mention> ¿En serio? Guau, si no me lo llegas a decir no me entero, en absoluto. De verdad. <hashtags>"
2825,fact,"RT <mention> ""Quien no esté dispuesto a perderlo todo, no está preparado para ganar nada"": <hashtags>"
21360,sarcasm," MiVotoEsPorAMLOPorque quiero que el gobierno me mantenga, me dé de comer, no fui a la escuela, y no quiero trabajar <hashtags>"
18841,sarcasm,Un aplauso para Twitter que borra los DM <hashtags>
25110,sarcasm,"Me encantan los anuncios de PR, se nota q gastaron todo su presupuesto en hacerlos a la altura del Super Bowl. <hashtags>"
2453,fact,"Si las redes sociales hubieran existido hace 25 años, esta imagen se habría vuelto viral. <hashtags> <pic>"
18268,sarcasm,Que gusto que Disney lanzara tan rápido al mercado los derechos de FROZEN y sobre todo GRATIS. Ya hay 6 compañías produciéndola. <hashtags>
14916,sarcasm," RialconLanata  sarcasmopuro Ojala puedas desenmascarar estos dos truchos,confiamos en tu vocación de periodista y credibilidad"
13655,fact,"EP Rescatado un segundo cadáver del ""Nuevo Pepito Aurora"": Los buzos que buscan a los cinco marineros d.. <link>"
13171,fact,"EP Hamilton: ""Puedo aguantar la presión"": Lewis Hamilton ha reconocido haber superado su abandono el pa.. <link>"
12641,fact,"EP Gallardón dice que Aguirre tiene ""derecho"", pero no apoyos: El alcalde de Madrid, Alberto Ruiz-Galla.. <link>"
21430,sarcasm,"Me encanta que le diga a sus 'amigas', amor, bebe, linda, gorda, mi amor... Etc. ME ENCANTA dije. <hashtags>"
23047,sarcasm,Que pachangon... <hashtags>
21082,sarcasm,xq sera que las carreteras estan llenas de publicidad de la <hashtags>
15127,sarcasm, DebateINE Si <mention> todos sabemos tocar el violín Apoco no sabías? <hashtags>
13853,fact,EP Hallado almacén de drogas encubierto en una panadería de Vallecas: Tres ciudadanos británicos y uno .. <link>
23198,sarcasm,la felicidad esta en apreciar las cosas pekeñas... Como el chip de la llave de tu ferrari XD hahaha <hashtags>
22638,sarcasm,Ahora que vetaron a los Tigres del Norte por tocar narcocorridos siento como que Chihuahua está acabando con el narco <hashtags>
23973,sarcasm,Como si me interesara ver a Chavez cantando! -_-! Y como canta hermoso <hashtags>
7713,fact,Relevo al frente de la comisión militar que juzga al cerebro del 11-S en Guantánamo: El juez militar enca.. <link>
16115,sarcasm,"Que vivan tus ganas de hablarme, las cuales se notan chingos <hashtags>"
24806,sarcasm,Qué lindo es cuando la gente te busca solamente para preguntarte cosas del colegio :) <hashtags>
20785,sarcasm,RT <mention> Ottón Solís apoya a diputado del PAC que pidió indulto para un amigo <mention> || ¡Qué buena ética! <hashtags>
5483,fact,"Tsvangirai se marcha a Botsuana para recuperarse del accidente de coche: El primer ministro de Zimbabue, Morgan .. <link>"
14466,fact,"Bali se queda sin alcohol: Los hoteles y restaurantes de la isla de Bali, principal destino turístico de .. <link>"
23928,sarcasm,Ahora regalan Laptop para que los jóvenes saquen el DUI! Así si despertaran el sentido de responsabilidad con los temas políticos <hashtags>
9142,fact,Detectada melamina en la leche líquida de tres grandes empresas lácteas chinas: El escándalo desatado en .. <link>
11908,fact,"EP Camps aboga por un consenso del contrato para inmigrantes: Francisco Camps, presidente de la General.. <link>"
25974,sarcasm,!Mierda! Que el mundo se detenga. <mention> perdió su celular y eso sí es tragedia nacional; <link> <hashtags>
14250,fact,Abandonada en su cochecito por ir de copas: Borrachos y sin la niña. En ese estado llegaron a su domicili.. <link>
5809,fact,Kanouté empuja al Espanyol al último puesto de la clasificación: El Espanyol es el nuevo colista de la Liga tras.. <link>
1814,fact,<mention> Macri nos pidió que demos una enorme pluralidad de voces en medios públicos en Argentina — <mention> <hashtags>
25399,sarcasm,"Buenooos dias. Otra vez el IDAAN nos regalka un 2011 sin agua, viva! <hashtags>"
19699,sarcasm,"Busca un hombre con cerebro, porque pipi tienen todos. <hashtags>"
15929,sarcasm,ustedes sabian que <mention> es un  Sarcastico conmigo jaja -.-
17017,sarcasm,"Históricamente, a España le ha ido muy bien cuando ha usado la fuerza para conservar territorios que querían irse. <hashtags>"
21818,sarcasm,Despues de una semana de futbol mediocre en la champion finalmente vamos a poder ver futbol de calidad con America vs Cruz Azul... <hashtags>
1123,fact,"""Los ciclos del capital"" es el tema de Conciencia Sur, con ""Pepe"" Mujica. Aquí un extracto del  video que saldra completo el domingo. [el] <pic>"
12994,fact,EP Federer avanza con lagunas: El tenista suizo Roger Federer ha iniciado con victoria ajustada su anda.. <link>
11849,fact,"EP El latín aterriza en el ciberespacio: Primero fue la vuelta de las misas en latín. Ahora, el Vatican.. <link>"
22198,sarcasm,"La mayoría de los programas de emprendimiento ofrecen ""asesoramiento"", ninguno capital. Lastima que las nominas se paguen en euros <hashtags>"
24324,sarcasm,Me encanta oír las discusiones de los canis y las parejas canis que se ponen debajo de mi ventana <hashtags>
6818,fact,Israel prolonga los ataques sobre Gaza con una ofensiva nocturna: La Fuerza Aérea israelí ha vuelto a bombardear.. <link>
21709,sarcasm,"Ahora si,se acabó el show...mañana mas y mejor,de la mano de la  ironia y el  sarcasmo! Se cierra el telón! ;) <hashtags>"
411,fact,". <mention> reporta desde Cúcuta, Colombia, para mostrar el impacto de la llegada masiva de venezolanos a territorio colombiano. Mira su informe en CNN en Español  <pic>"
12628,fact,EP Strauss-Kahn alerta del riesgo de inflación por alimentos y energía: El director gerente del Fondo M.. <link>
2607,fact,"Después de más de 48 horas nadando desde Cuba, Diana Nyad esta a poco más de dos millas de llegar a Cayo Hueso <pic>"
25591,sarcasm,junten sus tapitas y cambienlas por su frijolito con redes sociales  sarcasmo jajajaja <link>
19946,sarcasm,Flipo con la manera en la que te acuerdas de mí <hashtags>
24252,sarcasm,"Tranquilidá gente de Caño Negro, que René Castro va a resolverles el grave problema con los humedales. <hashtags>"
24525,sarcasm,"A ver si entendí bien... Odia el reggaeton por ""amar"" el rock y el reggae, pero aún así es fanática de Maluma.... Que gran lógica! <hashtags>"
11311,fact,"EP Nadal machaca a Verdasco: Los españoles Rafael Nadal y Nicolás Almagro, los dos mejores sobre tierra.. <link>"
2655,fact,"Del uno al 10, ¿qué nota le pondrías a Henrique Capriles en la entrevista con <mention> en  Conclusiones?"
12114,fact,"EP Un coche, empotrado contra una cabina de peaje de la R-3: Un matrimonio de sexagenarios ha resultado.. <link>"
2863,fact,Una avería de Movistar deja sin ADSL a clientes de toda España <link>
2611,fact, Obama: Estamos listos para atacar  Siria cuando sea necesario pero buscaré autorización del Congreso de Estados Unidos
15986,sarcasm,<mention> con gusto parce para eso estamos los amigos jejejej <hashtags>
3485,fact,"Hoy se estrena en EEUU (la próxima semana en España) 'La red social', sobre la gestación de Facebook <link> por <mention>"
2679,fact,MRT <mention> Va mi propuesta a <mention> y <mention> de un debate televisado para el pueblo venezolano <hashtags>
7710,fact,Miles de sandinistas toman las calles de Managua: La violencia y la división han vuelto este martes a sac.. <link>
16280,sarcasm, SARCASMO <mention> qué rubia eres.
1689,fact," PerúVoto2016 Con 99,82% de actas procesadas, Kuczynski tiene 50,12% y Fujimori tiene 49,87%, informa <mention>"
21182,sarcasm,""" <mention> ¿Qué se sabe de  CumbredeSeguridad ?""/ hay +20 heridos de diversa consideración <hashtags>"
13545,fact,EP Google inicia la carrera por DoubleClick: El gigante estadounidense Google ha notificado su proyecto.. <link>
7524,fact,Groenlandia dice 'sí' a su independencia de Dinamarca: Groenlandia decide si avanza hacia su independenci.. <link>
22324,sarcasm,Perú quiere pedir visa a México... Seguramente los mexicanos MORIMOS por ir a Perú a ver a sus hermosas mujeres. <hashtags>
13972,fact,"La comunidad judía recupera la mayor sinagoga de Alemania, incendiada por los nazis: La comunidad judía d.. <link>"
23161,sarcasm,"Leo eruditos analistas comentando sobre el pueblo norcoreano, demostrando amplio conocimiento y, sobre todo, respeto. <hashtags>"
2702,fact,Rayo cae en la basílica de San Pedro el mismo día en el que el papa Benedicto XVI anuncia su renuncia. (Foto: EFE) <pic>
25976,sarcasm, arg 2:0  mex quiero tomarme un momento para felicitar a los arbritos de la fifa y su excelente trabajo <hashtags>
6926,fact,Los Celtics hacen historia: Todo sigue siendo fácil para los Celtics de Boston que dieron una nueva exhibición d.. <link>
15251,sarcasm,Bien imparcial el discurso del Presidente del <mention>  sarcasmo y tiene el valor de hablar de transparencia!! Avisenme cuando acabe
20777,sarcasm,Y la Wenzo poniendo mis mejores fotos en su avatar <hashtags>
20438,sarcasm,La voz de Vega es música para mis oídos <hashtags>
5372,fact,Miles de personas toman la calle en Barcelona contra la crisis: Miles de personas han tomado las calles del cent.. <link>
12479,fact,EP El Gobierno valenciano estudia acciones legales para extender los transvases: El Gobierno valenciano.. <link>
20429,sarcasm,"No sé que es más inutil, los que no entienden los Tweets sarcasticos o colocar al final del tweet. <hashtags>"
5504,fact,El parón de la Copa Davis podría prolongarse hasta el martes: Los trabajos de reparación de los desperfectos pro.. <link>
10234,fact,"EP Ibarretxe defenderá con pasos ""legales, sociales y políticos"" su consulta: El Gobierno vasco pondrá .. <link>"
3071,fact,¿Cómo ayudarán la Xbox y la Playstation en las labores de reconstrucción en  Japón? <link> (vía <mention>
8776,fact,"Natascha Kampusch quiere formar una familia: Natascha Kampusch, la joven que estuvo secuestrada durante m.. <link>"
12476,fact,EP Un desfibrilador cardíaco con control 'online': Los médicos obtendrán información a diario de la act.. <link>
14765,sarcasm,"Sobre Marvin Rodríguez, sindicalista candidato a la vicepresidencia con el PAC. Excelente idea para renegociar las nefastas convenciones colectivas y demás privilegios del sector público que nos tienen jodidos en la crisis fiscal <hashtags> <pic>"
3253,fact,"\""Tomar analgésicos a diario aumenta el riesgo de un infarto\"": Una investigación afirma que medicinas como el i... <link>"
7317,fact,"El ambicioso plan de Lula contra el cambio climático: Brasil, que pretende ser un interlocutor de prestig.. <link>"
23111,sarcasm,"-Porque me gusta mantener a una bola de holgazanes y seguir enriqueciendo a los de siempre y ""YO"" seguir jodido <hashtags>"
21108,sarcasm,"Y yo aquí siguiendo los pasos d HC Victor Cortez, viendo el debate debajo d las cobijas! <mention> <mention> <mention> <mention> <hashtags>"
21077,sarcasm,Ha quedado en evidencia la independencia entre los tres poderes del Estado en  Panamá. <hashtags>
11873,fact,"EP Van Nistelrooy explica las razones que le llevaron a operarse: Ruud Van Nistelrooy, delantero holand.. <link>"
12408,fact,"EP Obama acusa a Clinton de lanzar una ""campaña negativa"" antes de la cita de Pensilvania: El aspirante.. <link>"
283,fact,"""Hoy vivimos tiempos de paz y, por eso, llama la atención cuando hay transferencias para el Ejército, cuando ya no hay guerra"", dijo hoy el procurador <mention> en actividad sobre el Programa Nacional de Resarcimiento. Video: Esbin García <pic>"
14249,fact,Las Bolsas europeas mantienen la calma y apuestan por las ganancias: La calma se ha instalado en los merc.. <link>
16022,sarcasm,"Que divertido pelear con tu tia porque no quiere cambiar la pelicula, que veran:)  sarcastico <link>"
5849,fact,"Banca March luce su paciencia ante la entrada de ACS en Iberdrola: El vicepresidente de Banca March, Pablo Vallb.. <link>"
15831,sarcasm,Envidia: CNN transmite con iphone desde el Times Square. Yo tb. Transmito a veces con celus con linternitas <hashtags>
20161,sarcasm,Rico olor *-* a gases toxicos :3 <hashtags>
14027,fact,Una ciudad rota por el dolor: La muerte del futbolista Antonio Puerta ha unido hoy en Sevilla a miles de .. <link>
17994,sarcasm,Yo realmente siento como si mi ángel de la guarda me protegiera al ver cerca la policía. <hashtags>
16401,sarcasm,<mention> seguramente ya el Doc. Norman Quijano ya esta atento junto con sus fantásticos asesores de campaña para leer su blog. <hashtags>
15223,sarcasm,Es tan exitosa la extrema derecha guatemalteca que hasta D. Trump ha adoptado toda su ideología y actitudes. <hashtags>
5437,fact,Obama presenta su plan de reforma educativa: Barack Obama ha ofrecido este martes los detalles de su gran reform.. <link>
18028,sarcasm,"Que lindo aliado de Alianza País para las elecciones del 2017, ALFARO VIVE CARAJO  AVC // de seguro ganan en  Guayas y <hashtags>"
16702,sarcasm,"Ya quiero tener un hijo para decirle "" Yo a tu edad , sólo tenía un iPad , así que conformate con tu nave espacial "" <hashtags>"
24620,sarcasm,La oposición carece de la coherencia del PLN. <hashtags>
10031,fact,EP Al menos 4 personas mueren en Guatemala tras el derrumbe de una montaña de basura: En la Ciudad de G.. <link>
11905,fact,EP Iberia y Spanair arreglan sus 'web': Dos de las tres aerolíneas españolas que presentaban irregulari.. <link>
18496,sarcasm,"¿Me pregunto si <mention> tendrá un iPhone? No creo, un líder comunista no puede llevar consigo un producto del capitalismo. <hashtags>"
17194,sarcasm,Excelente poder discutir con personas que emiten criterio basados en la lectura crítica en la que sustentan su opinión <hashtags> <pic>
16650,sarcasm,"<mention> <mention> jajaja si es ""triste"" no saberlo... Porque creo que  EPN lo incluyo en el nuevo plan de estudios básicos. <hashtags>"
16448,sarcasm,"Después de saber el ejemplo de Batman y Superman que explicó Capriles, entendí porque Vargas Llosa lo llamó ""Elocuente"" .. Genio! <hashtags>"
17730,sarcasm,"<mention> exacto, el gobierno dice la verdad y toda la empresa privada miente. <hashtags>"
25123,sarcasm,Buen día mis coñitos e maaaaaaaaaadreeeeee! Yo estoy feliz trabajando \0> \0/ <0/ <0> Ruuuuuuuuuuummbaaaaaaaaa! <hashtags>
4806,fact,Gobierno busca cerrar rutas del narcotráfico hacia Europa: Colombia y Francia fortalecen lucha contra el narcote.. <link>
16890,sarcasm,"Mariana Boy recomienda comprar arboles de navidad naturales, los artificiales NO porque son de plastico.. wtf??? spr ecologista <hashtags>"
18163,sarcasm,Si la alcaldía de San Salvador tiene tantos problemas porque se pelearan tanto por ella? <hashtags>
12626,fact,EP ¿Quieres actuar con Chikilicuatre en Belgrado?: Rodolfo Chiquilicuatre busca a las bailarinas que le.. <link>
10502,fact,"EP Un tribunal declara ""ineficaz"" el testimonio de Montesinos: La sala penal especial que juzga al ex p.. <link>"
22548,sarcasm,No creo q este temblando por que hoy ganamos? <hashtags>
13034,fact,EP Detenidas 27 personas en una operación contra el pirateo de televisión: La Policía Nacional ha deten.. <link>
16165,sarcasm, sarcasmo: Las damas de la 4 de julio estan cansadas de insultos al relacionarlas con algunos politicos <mention> <pic>
24370,sarcasm,Que cosa tan pero tan fea que merece hacerle .zooommmmmmm a esta foto jaja  Sarcasmo <link>
26018,sarcasm,"Deberían hacer una película de zombies, casi no hay de ese genero... <hashtags>"
15761,sarcasm,Si ya paso HALLOWEEN Xq la gente sigue saliendo con mascara <hashtags>
20293,sarcasm,"Soy taaan sexy que mis amigos me llaman ""Tsexyangari"".  Chistelocal  Sarcasmo."
15282,sarcasm,"Esta buenisimooo mi viernes, nada mejor que quedarse en casa jugando al candy toda la noche, IUJU.  Yo?  Sarcasmo? <hashtags>"
5965,fact,"Detenido por hacer pintadas el creador del retrato azul, rojo y blanco de Obama: Shepard Fairey, autor del famos.. <link>"
3380,fact,El alcohol es más dañino que la heroína y el crack si se considera de una manera combinada el perjuicio que causa ... <link>
23494,sarcasm,Sosa no viajara con la Selecta q baja mas sensible!!! <hashtags>
18297,sarcasm,"Si no entiendes el  sarcasmo, fallaste como tuitero."
15668,sarcasm,"que manana voy a la U de nuevo, no podria estar mas feliz de regresar a aprender y a ver a mis bellos catedraticos <hashtags>"
5389,fact,BBC Mundo: Venezuela: más poder central: Una reforma le permite al gobierno recuperar el control de se.. <link>
5750,fact,Ecuador expulsa a otro diplomático de Estados Unidos: El Gobierno de Ecuador ha expulsado hoy al primer secretar.. <link>
19498,sarcasm,que divertido es venir a la especialidad los sabados y domingos <hashtags>
13968,fact,Detenido en Francia el mayor experto de ETA en explosivos junto a otros tres sospechosos: La policía fran.. <link>
11054,fact,EP Detenidos por dejar a su bebé en el coche mientras jugaban al bingo: La Policía local de Móstoles (M.. <link>
7559,fact,"Colombia investiga si las 'piramidales' dieron fondos para elecciones: DMG, la empresa captadora ilegal d.. <link>"
7313,fact,Sarkozy inyecta 26.000 millones para reactivar la economía francesa: El presidente francés Nicolas Sarkoz.. <link>
19176,sarcasm,tan maduros ni me gustan <hashtags>
13887,fact,EP Aguirre reclama a Zapatero inversiones para Madrid en los próximos presupuestos: Esperanza Aguirre h.. <link>
10782,fact,EP Catorce muertos tras una estampida en una discoteca de México: Al menos nueve jóvenes y cinco agente.. <link>
4849,fact,Por ‘chuzadas’ abren investigación contra ex directora del DAS : La decisión judicial afectará a Marta Inés Leal.. <link>
7564,fact,Pepu Hernández tiene una oferta para entrenar a un país europeo: El ex seleccionador nacional de balonces.. <link>
1739,fact,ÚLTIMA HORA | El Barcelona gana la Copa del Rey tras imponerse por 2-0 al Sevilla <hashtags> <pic>
7403,fact,El Valencia logró en inferioridad una victoria épica ante un buen Betis: El Valencia logró en inferiorida.. <link>
5381,fact,"Médicos extraen riñón a través del ombligo, nuevo avance en materia de cirugía laparoscópica <link>"
13901,fact,EP Portugal sorprende a Israel: Portugal abrió la segunda jornada del grupo E de la segunda fase del Eu.. <link>
24604,sarcasm,Me encanta ver q la gente solo abre twitter para enterarse de la vida de “X” persona...  sarcasmo El desespero del chisme no es normal
4708,fact,"Gobierno no descarta intervenir mercado de combustibles: El anuncio fue hecho por el Presidente Uribe, al advert.. <link>"
22481,sarcasm,Las vacaciones no serian vacaciones sin la querida tarea… bueno segun los maestros <hashtags>
